,gameId,blueWins,wardsPlaced,wardsDestroyed,kills,deaths,assists,eliteMonsters,dragonsTaken,heraldsTaken,towersLost,totalGold,avgLevel,totalExperience,totalMinionsKilled,totalJungleMinionsKilled,goldDiff,experienceDiff,csPerMin,goldPerMin,losingTeamWardsPlaced,losingTeamWardsDestroyed,losingTeamFirstBlood,redKills,redDeaths,losingTeamAssits,redEliteMonsters,redDragons,redHeralds,redTowersDestroyed,redTotalGold,redAvgLevel,redTotalExperience,redTotalMinionsKilled,losingTeamTotalJungleMinionsKilled,redGoldDiff,redExperienceDiff,redCSPerMin,losingTeamGoldPerMin,blueKills,blueDeaths,blueEliteMonsters,blueDragons,blueHeralds,blueTowersDestroyed,blueTotalGold,blueAvgLevel,blueTotalExperience,blueTotalMinionsKilled,blueGoldDiff,blueExperienceDiff,blueCSPerMin,redFirstBlood,teamWon
7487,4477860376,0,16,5,7,4,7,1,1,0,0,17284,7.0,18423,225,64,1938,1173,22.5,1728.4,38,2,,,,5,,,,,,,,,47,,,,1534.6,4.0,7.0,0.0,0.0,0.0,0.0,15346.0,6.6,17250.0,212.0,-1938.0,-1173.0,21.2,0.0,red
7490,4510135143,0,15,5,5,7,5,2,1,1,0,16050,7.0,18202,219,60,-987,377,21.9,1605.0,48,2,,,,10,,,,,,,,,40,,,,1703.7,7.0,5.0,0.0,0.0,0.0,0.0,17037.0,7.0,17825.0,237.0,987.0,-377.0,23.7,0.0,red
7492,4526604474,0,16,2,5,1,6,0,0,0,0,16133,7.0,19003,221,60,2031,2540,22.1,1613.3,17,3,,,,1,,,,,,,,,56,,,,1410.2,1.0,5.0,1.0,0.0,1.0,0.0,14102.0,6.8,16463.0,211.0,-2031.0,-2540.0,21.1,1.0,red
7493,4476455937,0,17,6,10,6,6,1,1,0,0,17462,7.4,19319,232,39,1932,930,23.2,1746.2,15,5,,,,7,,,,,,,,,40,,,,1553.0,6.0,10.0,0.0,0.0,0.0,0.0,15530.0,7.0,18389.0,222.0,-1932.0,-930.0,22.2,1.0,red
7494,4504287610,0,11,1,8,4,7,0,0,0,0,17794,7.2,19141,254,52,2626,1992,25.4,1779.4,37,1,,,,5,,,,,,,,,48,,,,1516.8,4.0,8.0,0.0,0.0,0.0,0.0,15168.0,6.8,17149.0,201.0,-2626.0,-1992.0,20.1,0.0,red
7498,4494830005,0,13,12,2,2,3,0,0,0,0,15245,6.8,17423,236,46,676,864,23.6,1524.5,22,5,,,,1,,,,,,,,,38,,,,1456.9,2.0,2.0,1.0,1.0,0.0,0.0,14569.0,6.6,16559.0,227.0,-676.0,-864.0,22.7,1.0,red
7499,4505441890,0,15,3,3,7,4,0,0,0,0,14852,6.8,16881,205,56,-1968,-1923,20.5,1485.2,42,4,,,,5,,,,,,,,,50,,,,1682.0,7.0,3.0,2.0,1.0,1.0,0.0,16820.0,7.2,18804.0,222.0,1968.0,1923.0,22.2,0.0,red
7500,4478351147,0,18,3,11,4,11,1,1,0,0,18926,7.4,20322,246,51,4035,2639,24.6,1892.6,13,3,,,,0,,,,,,,,,59,,,,1489.1,4.0,11.0,0.0,0.0,0.0,0.0,14891.0,6.8,17683.0,218.0,-4035.0,-2639.0,21.8,1.0,red
7501,4490184459,0,17,4,9,5,7,1,1,0,0,17438,7.0,18680,201,54,2349,2678,20.1,1743.8,18,2,,,,7,,,,,,,,,32,,,,1508.9,5.0,9.0,0.0,0.0,0.0,0.0,15089.0,6.4,16002.0,182.0,-2349.0,-2678.0,18.2,1.0,red
7502,4518851187,0,16,4,6,1,5,1,1,0,0,16602,7.0,18317,217,64,3175,1845,21.7,1660.2,15,2,,,,1,,,,,,,,,44,,,,1342.7,1.0,6.0,0.0,0.0,0.0,0.0,13427.0,6.8,16472.0,211.0,-3175.0,-1845.0,21.1,1.0,red
7507,4502783648,0,14,1,10,5,12,0,0,0,0,18050,7.0,19111,203,60,2921,3196,20.3,1805.0,14,1,,,,5,,,,,,,,,56,,,,1512.9,5.0,10.0,0.0,0.0,0.0,0.0,15129.0,6.4,15915.0,176.0,-2921.0,-3196.0,17.6,1.0,red
7512,4520855860,0,19,2,6,5,6,1,0,1,0,16833,6.8,17763,195,59,971,1588,19.5,1683.3,16,3,,,,10,,,,,,,,,39,,,,1586.2,5.0,6.0,0.0,0.0,0.0,0.0,15862.0,6.6,16175.0,229.0,-971.0,-1588.0,22.9,0.0,red
7514,4519775605,0,18,5,5,9,3,1,1,0,0,16816,7.0,18572,234,56,34,122,23.4,1681.6,25,3,,,,6,,,,,,,,,44,,,,1678.2,9.0,5.0,1.0,0.0,1.0,0.0,16782.0,7.0,18450.0,218.0,-34.0,-122.0,21.8,0.0,red
7515,4525637660,0,15,3,8,8,12,0,0,0,0,16771,7.0,17806,189,44,-1171,-918,18.9,1677.1,32,5,,,,7,,,,,,,,,52,,,,1794.2,8.0,8.0,1.0,1.0,0.0,0.0,17942.0,7.2,18724.0,213.0,1171.0,918.0,21.3,1.0,red
7516,4448447768,0,14,1,15,10,10,1,1,0,0,19716,7.2,19750,171,46,2298,1255,17.1,1971.6,10,1,,,,8,,,,,,,,,38,,,,1741.8,10.0,15.0,0.0,0.0,0.0,0.0,17418.0,7.0,18495.0,202.0,-2298.0,-1255.0,20.2,1.0,red
7517,4484154962,0,16,3,10,8,17,0,0,0,0,18987,7.4,19595,236,61,2807,2956,23.6,1898.7,18,3,,,,7,,,,,,,,,36,,,,1618.0,8.0,10.0,0.0,0.0,0.0,0.0,16180.0,6.6,16639.0,185.0,-2807.0,-2956.0,18.5,0.0,red
7519,4510857801,0,15,5,11,8,10,2,1,1,0,18521,7.0,18498,180,60,69,634,18.0,1852.1,14,4,,,,10,,,,,,,,,42,,,,1845.2,8.0,11.0,0.0,0.0,0.0,0.0,18452.0,7.0,17864.0,241.0,-69.0,-634.0,24.1,1.0,red
7520,4505644986,0,15,1,4,6,7,1,0,1,0,16566,7.4,20139,222,79,-576,1839,22.2,1656.6,15,1,,,,8,,,,,,,,,56,,,,1714.2,6.0,4.0,1.0,1.0,0.0,0.0,17142.0,7.2,18300.0,227.0,576.0,-1839.0,22.7,0.0,red
7521,4476110397,0,14,2,10,7,16,1,1,0,0,17837,6.8,17664,200,56,1694,468,20.0,1783.7,18,1,,,,9,,,,,,,,,55,,,,1614.3,7.0,10.0,1.0,0.0,1.0,0.0,16143.0,6.8,17196.0,181.0,-1694.0,-468.0,18.1,0.0,red
7522,4521401653,0,12,1,9,4,13,1,1,0,0,18544,7.2,19392,251,53,2600,1587,25.1,1854.4,12,3,,,,4,,,,,,,,,71,,,,1594.4,4.0,9.0,0.0,0.0,0.0,0.0,15944.0,7.0,17805.0,201.0,-2600.0,-1587.0,20.1,1.0,red
7523,4478653874,0,16,3,6,1,10,1,1,0,0,16219,6.8,17534,204,43,2160,88,20.4,1621.9,10,2,,,,0,,,,,,,,,48,,,,1405.9,1.0,6.0,1.0,0.0,1.0,0.0,14059.0,6.8,17446.0,213.0,-2160.0,-88.0,21.3,1.0,red
7525,4465807712,0,17,2,6,8,5,0,0,0,0,15813,7.0,18036,204,52,-1338,-46,20.4,1581.3,14,3,,,,14,,,,,,,,,43,,,,1715.1,8.0,6.0,1.0,1.0,0.0,0.0,17151.0,7.0,18082.0,227.0,1338.0,46.0,22.7,0.0,red
7527,4523373945,0,17,2,6,8,8,1,1,0,0,15458,6.2,15562,183,40,-258,-762,18.3,1545.8,13,1,,,,9,,,,,,,,,36,,,,1571.6,8.0,6.0,0.0,0.0,0.0,0.0,15716.0,6.4,16324.0,190.0,258.0,762.0,19.0,1.0,red
7528,4500426573,0,75,3,8,3,8,1,0,1,0,17342,7.2,19687,230,52,2327,2301,23.0,1734.2,17,3,,,,3,,,,,,,,,60,,,,1501.5,3.0,8.0,0.0,0.0,0.0,0.0,15015.0,6.8,17386.0,216.0,-2327.0,-2301.0,21.6,1.0,red
7529,4526752854,0,17,2,4,9,4,0,0,0,0,15004,6.2,15628,194,50,-1843,-3584,19.4,1500.4,15,5,,,,7,,,,,,,,,45,,,,1684.7,9.0,4.0,0.0,0.0,0.0,0.0,16847.0,7.0,19212.0,211.0,1843.0,3584.0,21.1,1.0,red
7530,4490700723,0,17,4,3,3,5,1,1,0,0,15928,7.2,18999,238,71,1021,2152,23.8,1592.8,18,5,,,,3,,,,,,,,,50,,,,1490.7,3.0,3.0,0.0,0.0,0.0,0.0,14907.0,6.6,16847.0,205.0,-1021.0,-2152.0,20.5,0.0,red
7531,4524940006,0,20,3,6,5,5,1,1,0,0,16218,7.4,19122,225,58,450,1721,22.5,1621.8,20,3,,,,6,,,,,,,,,55,,,,1576.8,5.0,6.0,0.0,0.0,0.0,0.0,15768.0,6.8,17401.0,200.0,-450.0,-1721.0,20.0,0.0,red
7532,4525344847,0,17,1,10,10,8,1,0,1,0,17512,7.0,18401,207,44,790,1172,20.7,1751.2,157,5,,,,10,,,,,,,,,47,,,,1672.2,10.0,10.0,1.0,1.0,0.0,0.0,16722.0,6.8,17229.0,163.0,-790.0,-1172.0,16.3,0.0,red
7533,4483910758,0,15,4,5,3,3,1,1,0,0,16374,7.4,18924,224,63,989,1102,22.4,1637.4,12,3,,,,2,,,,,,,,,56,,,,1538.5,3.0,5.0,1.0,0.0,1.0,0.0,15385.0,7.0,17822.0,227.0,-989.0,-1102.0,22.7,1.0,red
7534,4522801781,0,20,2,8,6,9,0,0,0,0,17514,6.8,17845,227,40,1412,768,22.7,1751.4,118,4,,,,8,,,,,,,,,45,,,,1610.2,6.0,8.0,0.0,0.0,0.0,0.0,16102.0,6.6,17077.0,200.0,-1412.0,-768.0,20.0,0.0,red
7536,4493037422,0,14,1,8,8,6,1,0,1,1,19055,7.2,18015,221,54,3022,613,22.1,1905.5,11,0,,,,12,,,,,,,,,52,,,,1603.3,8.0,8.0,0.0,0.0,0.0,0.0,16033.0,6.8,17402.0,188.0,-3022.0,-613.0,18.8,0.0,red
7538,4477114963,0,16,3,4,10,5,1,1,0,0,15437,6.6,17309,206,69,-3522,-1996,20.6,1543.7,10,7,,,,13,,,,,,,,,48,,,,1895.9,10.0,4.0,0.0,0.0,0.0,0.0,18959.0,7.0,19305.0,220.0,3522.0,1996.0,22.0,1.0,red
7539,4526548398,0,17,3,4,5,4,0,0,0,0,15485,7.0,18105,210,56,-148,543,21.0,1548.5,15,3,,,,9,,,,,,,,,44,,,,1563.3,5.0,4.0,0.0,0.0,0.0,0.0,15633.0,6.8,17562.0,222.0,148.0,-543.0,22.2,0.0,red
7540,4518870146,0,14,4,7,1,10,1,1,0,0,17477,7.4,19655,235,56,2987,2017,23.5,1747.7,13,2,,,,2,,,,,,,,,60,,,,1449.0,1.0,7.0,0.0,0.0,0.0,0.0,14490.0,7.0,17638.0,222.0,-2987.0,-2017.0,22.2,1.0,red
7542,4418034282,0,21,5,3,3,2,0,0,0,0,15315,7.0,18693,232,52,-288,339,23.2,1531.5,17,3,,,,3,,,,,,,,,72,,,,1560.3,3.0,3.0,0.0,0.0,0.0,0.0,15603.0,6.8,18354.0,239.0,288.0,-339.0,23.9,1.0,red
7544,4460653436,0,15,6,11,5,12,1,1,0,0,17723,7.4,19135,183,58,1546,710,18.3,1772.3,40,1,,,,8,,,,,,,,,45,,,,1617.7,5.0,11.0,0.0,0.0,0.0,0.0,16177.0,7.0,18425.0,224.0,-1546.0,-710.0,22.4,1.0,red
7545,4479126740,0,18,4,10,8,12,1,1,0,0,18006,6.8,17436,225,36,1226,-48,22.5,1800.6,61,3,,,,8,,,,,,,,,39,,,,1678.0,8.0,10.0,0.0,0.0,0.0,0.0,16780.0,6.8,17484.0,209.0,-1226.0,48.0,20.9,1.0,red
7546,4521611009,0,40,2,12,7,13,1,1,0,0,17923,7.2,18390,187,44,1985,3666,18.7,1792.3,13,2,,,,9,,,,,,,,,36,,,,1593.8,7.0,12.0,0.0,0.0,0.0,0.0,15938.0,6.2,14724.0,194.0,-1985.0,-3666.0,19.4,0.0,red
7548,4521787222,0,40,5,6,4,8,0,0,0,0,16505,7.2,18285,220,63,1530,146,22.0,1650.5,16,3,,,,2,,,,,,,,,58,,,,1497.5,4.0,6.0,2.0,1.0,1.0,0.0,14975.0,7.0,18139.0,201.0,-1530.0,-146.0,20.1,1.0,red
7549,4492271178,0,18,2,12,3,11,0,0,0,0,19283,7.4,19954,209,67,4600,3906,20.9,1928.3,17,6,,,,2,,,,,,,,,39,,,,1468.3,3.0,12.0,1.0,0.0,1.0,0.0,14683.0,6.6,16048.0,215.0,-4600.0,-3906.0,21.5,0.0,red
7557,4527378571,0,13,2,10,9,16,0,0,0,0,18696,7.0,18785,236,49,-46,-99,23.6,1869.6,14,1,,,,14,,,,,,,,,47,,,,1874.2,9.0,10.0,0.0,0.0,0.0,0.0,18742.0,7.0,18884.0,232.0,46.0,99.0,23.2,1.0,red
7561,4481184386,0,16,4,8,6,12,0,0,0,0,18107,7.0,18132,223,54,1962,684,22.3,1810.7,50,1,,,,9,,,,,,,,,44,,,,1614.5,6.0,8.0,0.0,0.0,0.0,0.0,16145.0,6.8,17448.0,215.0,-1962.0,-684.0,21.5,1.0,red
7564,4525939655,0,17,1,9,11,10,0,0,0,0,17846,6.6,18019,217,60,366,923,21.7,1784.6,15,1,,,,10,,,,,,,,,39,,,,1748.0,11.0,9.0,1.0,1.0,0.0,0.0,17480.0,6.6,17096.0,203.0,-366.0,-923.0,20.3,1.0,red
7566,4526640104,0,19,4,14,4,20,2,1,1,1,21010,7.0,18722,203,41,6047,3060,20.3,2101.0,38,0,,,,2,,,,,,,,,48,,,,1496.3,4.0,14.0,0.0,0.0,0.0,0.0,14963.0,6.2,15662.0,170.0,-6047.0,-3060.0,17.0,0.0,red
7568,4451681116,0,14,2,6,2,6,1,0,1,0,17289,7.2,18886,243,60,2465,911,24.3,1728.9,12,2,,,,1,,,,,,,,,59,,,,1482.4,2.0,6.0,0.0,0.0,0.0,0.0,14824.0,7.0,17975.0,214.0,-2465.0,-911.0,21.4,0.0,red
7574,4518992670,0,35,6,3,2,1,2,1,1,0,14961,7.2,19367,235,56,-390,828,23.5,1496.1,12,2,,,,2,,,,,,,,,55,,,,1535.1,2.0,3.0,0.0,0.0,0.0,0.0,15351.0,7.0,18539.0,245.0,390.0,-828.0,24.5,1.0,red
7575,4413130871,0,16,1,3,3,6,0,0,0,0,16142,7.2,19414,232,76,257,883,23.2,1614.2,15,2,,,,2,,,,,,,,,52,,,,1588.5,3.0,3.0,1.0,0.0,1.0,0.0,15885.0,7.0,18531.0,243.0,-257.0,-883.0,24.3,1.0,red
7578,4498316696,0,15,0,10,5,14,1,1,0,0,18519,7.2,19709,229,60,2870,2023,22.9,1851.9,53,4,,,,4,,,,,,,,,52,,,,1564.9,5.0,10.0,0.0,0.0,0.0,0.0,15649.0,7.0,17686.0,199.0,-2870.0,-2023.0,19.9,1.0,red
7580,4505265174,0,18,3,7,5,10,0,0,0,0,16687,7.2,18866,205,48,704,531,20.5,1668.7,21,4,,,,7,,,,,,,,,43,,,,1598.3,5.0,7.0,1.0,1.0,0.0,0.0,15983.0,7.2,18335.0,229.0,-704.0,-531.0,22.9,1.0,red
7582,4519370242,0,14,0,8,9,9,0,0,0,0,17228,7.0,18147,186,51,496,1184,18.6,1722.8,10,1,,,,8,,,,,,,,,32,,,,1673.2,9.0,8.0,1.0,1.0,0.0,0.0,16732.0,6.8,16963.0,208.0,-496.0,-1184.0,20.8,1.0,red
7583,4512604685,0,51,3,16,4,18,2,1,1,0,19761,7.4,20153,217,42,5395,5287,21.7,1976.1,18,0,,,,5,,,,,,,,,30,,,,1436.6,4.0,16.0,0.0,0.0,0.0,0.0,14366.0,6.0,14866.0,171.0,-5395.0,-5287.0,17.1,0.0,red
7586,4527210467,0,67,4,6,1,11,0,0,0,0,16421,6.8,17639,207,39,2160,-85,20.7,1642.1,42,4,,,,3,,,,,,,,,67,,,,1426.1,1.0,6.0,1.0,1.0,0.0,0.0,14261.0,7.0,17724.0,198.0,-2160.0,85.0,19.8,1.0,red
7587,4464924793,0,77,6,11,4,7,1,0,1,0,17813,7.0,18801,221,36,1874,1182,22.1,1781.3,38,4,,,,3,,,,,,,,,40,,,,1593.9,4.0,11.0,0.0,0.0,0.0,0.0,15939.0,6.8,17619.0,253.0,-1874.0,-1182.0,25.3,1.0,red
7588,4490168381,0,13,1,6,3,6,2,1,1,0,17341,7.2,19633,232,64,1854,817,23.2,1734.1,20,2,,,,3,,,,,,,,,68,,,,1548.7,3.0,6.0,0.0,0.0,0.0,0.0,15487.0,7.0,18816.0,238.0,-1854.0,-817.0,23.8,1.0,red
7589,4474862370,0,81,3,8,8,6,0,0,0,0,16498,6.4,16183,194,46,-103,-63,19.4,1649.8,28,6,,,,8,,,,,,,,,44,,,,1660.1,8.0,8.0,1.0,1.0,0.0,0.0,16601.0,6.2,16246.0,196.0,103.0,63.0,19.6,1.0,red
7592,4526146492,0,16,1,11,7,10,2,1,1,0,19424,7.4,19840,236,58,2049,1230,23.6,1942.4,17,1,,,,7,,,,,,,,,48,,,,1737.5,7.0,11.0,0.0,0.0,0.0,0.0,17375.0,6.8,18610.0,222.0,-2049.0,-1230.0,22.2,0.0,red
7595,4449354276,0,41,3,7,9,10,0,0,0,0,16279,7.2,18166,209,36,-1103,-1117,20.9,1627.9,14,3,,,,11,,,,,,,,,55,,,,1738.2,9.0,7.0,0.0,0.0,0.0,0.0,17382.0,7.2,19283.0,220.0,1103.0,1117.0,22.0,0.0,red
7597,4480172739,0,18,7,9,4,8,2,1,1,0,17941,6.8,17868,227,68,2472,554,22.7,1794.1,40,6,,,,3,,,,,,,,,45,,,,1546.9,4.0,9.0,0.0,0.0,0.0,0.0,15469.0,6.6,17314.0,234.0,-2472.0,-554.0,23.4,1.0,red
7599,4436714385,0,33,3,15,6,15,1,1,0,0,19888,7.2,18711,220,62,4683,3444,22.0,1988.8,18,3,,,,6,,,,,,,,,28,,,,1520.5,6.0,15.0,0.0,0.0,0.0,0.0,15205.0,6.4,15267.0,166.0,-4683.0,-3444.0,16.6,1.0,red
7604,4475415564,0,13,2,5,9,6,1,1,0,0,15753,6.8,16482,207,40,-1782,-2856,20.7,1575.3,24,1,,,,4,,,,,,,,,60,,,,1753.5,9.0,5.0,1.0,0.0,1.0,0.0,17535.0,7.2,19338.0,236.0,1782.0,2856.0,23.6,1.0,red
7605,4495400346,0,16,0,11,9,11,1,1,0,0,17822,7.4,18814,206,51,177,308,20.6,1782.2,34,2,,,,10,,,,,,,,,44,,,,1764.5,9.0,11.0,0.0,0.0,0.0,0.0,17645.0,7.0,18506.0,201.0,-177.0,-308.0,20.1,0.0,red
7606,4520601060,0,15,2,15,7,12,1,1,0,0,19215,7.6,20589,176,61,2692,2753,17.6,1921.5,77,2,,,,6,,,,,,,,,38,,,,1652.3,7.0,15.0,0.0,0.0,0.0,0.0,16523.0,7.0,17836.0,219.0,-2692.0,-2753.0,21.9,1.0,red
7607,4460980858,0,19,1,7,4,7,1,1,0,0,16606,7.4,19418,230,49,1976,2992,23.0,1660.6,14,4,,,,4,,,,,,,,,59,,,,1463.0,4.0,7.0,0.0,0.0,0.0,0.0,14630.0,6.4,16426.0,188.0,-1976.0,-2992.0,18.8,1.0,red
7608,4526553053,0,35,1,8,9,11,0,0,0,0,18259,6.8,18310,236,44,642,-311,23.6,1825.9,16,19,,,,9,,,,,,,,,42,,,,1761.7,9.0,8.0,1.0,1.0,0.0,0.0,17617.0,7.0,18621.0,245.0,-642.0,311.0,24.5,1.0,red
7609,4526299418,0,20,3,11,7,8,1,1,0,0,17091,7.2,18275,183,48,-1051,1411,18.3,1709.1,11,6,,,,10,,,,,,,,,43,,,,1814.2,7.0,11.0,1.0,0.0,1.0,1.0,18142.0,6.8,16864.0,209.0,1051.0,-1411.0,20.9,0.0,red
7611,4526126466,0,22,2,6,5,7,1,1,0,0,16844,7.4,18851,224,58,-1197,947,22.4,1684.4,15,0,,,,5,,,,,,,,,52,,,,1804.1,5.0,6.0,1.0,0.0,1.0,1.0,18041.0,7.0,17904.0,229.0,1197.0,-947.0,22.9,0.0,red
7614,4484423915,0,16,7,4,3,4,0,0,0,0,16617,7.2,19109,269,57,688,1113,26.9,1661.7,16,3,,,,4,,,,,,,,,62,,,,1592.9,3.0,4.0,1.0,1.0,0.0,0.0,15929.0,7.0,17996.0,236.0,-688.0,-1113.0,23.6,0.0,red
7616,4486714617,0,15,2,8,1,7,2,1,1,1,18097,7.2,19740,211,60,4075,3154,21.1,1809.7,21,2,,,,1,,,,,,,,,59,,,,1402.2,1.0,8.0,0.0,0.0,0.0,0.0,14022.0,6.8,16586.0,223.0,-4075.0,-3154.0,22.3,1.0,red
7617,4514848856,0,18,2,3,8,3,1,0,1,1,16135,6.4,15962,201,69,-651,-2427,20.1,1613.5,16,1,,,,7,,,,,,,,,32,,,,1678.6,8.0,3.0,1.0,1.0,0.0,0.0,16786.0,7.0,18389.0,250.0,651.0,2427.0,25.0,1.0,red
7618,4459961160,0,25,9,11,6,6,2,1,1,0,19053,7.6,20250,218,60,1882,1917,21.8,1905.3,22,5,,,,8,,,,,,,,,32,,,,1717.1,6.0,11.0,0.0,0.0,0.0,0.0,17171.0,6.8,18333.0,254.0,-1882.0,-1917.0,25.4,1.0,red
7620,4520814737,0,13,2,3,4,5,1,1,0,0,15332,6.8,16818,209,48,-711,-1614,20.9,1533.2,15,3,,,,4,,,,,,,,,48,,,,1604.3,4.0,3.0,1.0,0.0,1.0,0.0,16043.0,7.0,18432.0,237.0,711.0,1614.0,23.7,1.0,red
7621,4468841659,0,86,3,7,7,4,0,0,0,0,16045,7.0,18028,200,44,325,231,20.0,1604.5,11,4,,,,5,,,,,,,,,44,,,,1572.0,7.0,7.0,1.0,1.0,0.0,0.0,15720.0,6.8,17797.0,185.0,-325.0,-231.0,18.5,1.0,red
7622,4452056525,0,14,1,4,3,3,0,0,0,0,14792,7.2,18533,231,38,341,1582,23.1,1479.2,15,0,,,,2,,,,,,,,,42,,,,1445.1,3.0,4.0,1.0,1.0,0.0,0.0,14451.0,6.6,16951.0,213.0,-341.0,-1582.0,21.3,0.0,red
7624,4470453534,0,14,0,8,5,10,0,0,0,0,16611,7.0,18422,209,50,37,382,20.9,1661.1,14,3,,,,5,,,,,,,,,48,,,,1657.4,5.0,8.0,0.0,0.0,0.0,0.0,16574.0,6.8,18040.0,231.0,-37.0,-382.0,23.1,0.0,red
7625,4526431738,0,16,2,8,3,6,1,1,0,0,16498,6.8,17891,204,56,2234,2021,20.4,1649.8,12,4,,,,3,,,,,,,,,28,,,,1426.4,3.0,8.0,0.0,0.0,0.0,0.0,14264.0,6.2,15870.0,201.0,-2234.0,-2021.0,20.1,1.0,red
7627,4454688114,0,21,4,9,2,15,1,1,0,0,17412,7.2,18500,222,44,3046,1990,22.2,1741.2,17,4,,,,2,,,,,,,,,55,,,,1436.6,2.0,9.0,0.0,0.0,0.0,0.0,14366.0,6.6,16510.0,221.0,-3046.0,-1990.0,22.1,1.0,red
7628,4489934544,0,16,1,8,6,6,0,0,0,0,17119,7.2,18680,238,49,259,-357,23.8,1711.9,15,4,,,,4,,,,,,,,,51,,,,1686.0,6.0,8.0,1.0,0.0,1.0,0.0,16860.0,7.2,19037.0,239.0,-259.0,357.0,23.9,1.0,red
7634,4465323789,0,18,4,11,5,7,0,0,0,0,18117,7.4,20047,235,52,2279,2155,23.5,1811.7,19,1,,,,8,,,,,,,,,33,,,,1583.8,5.0,11.0,1.0,1.0,0.0,0.0,15838.0,7.0,17892.0,236.0,-2279.0,-2155.0,23.6,1.0,red
7636,4444956835,0,16,3,3,2,5,0,0,0,0,15794,7.0,18593,217,57,1288,685,21.7,1579.4,40,2,,,,2,,,,,,,,,63,,,,1450.6,2.0,3.0,1.0,1.0,0.0,0.0,14506.0,7.2,17908.0,230.0,-1288.0,-685.0,23.0,1.0,red
7637,4446060203,0,14,0,7,5,2,2,1,1,2,19701,7.4,19911,250,72,4408,4522,25.0,1970.1,14,3,,,,7,,,,,,,,,44,,,,1529.3,5.0,7.0,0.0,0.0,0.0,0.0,15293.0,6.4,15389.0,202.0,-4408.0,-4522.0,20.2,1.0,red
7638,4524545264,0,15,3,10,3,10,2,1,1,0,18181,7.4,19428,223,56,3385,2980,22.3,1818.1,24,3,,,,2,,,,,,,,,53,,,,1479.6,3.0,10.0,0.0,0.0,0.0,0.0,14796.0,6.4,16448.0,204.0,-3385.0,-2980.0,20.4,1.0,red
7639,4477261749,0,25,1,4,1,4,0,0,0,0,15833,7.0,18530,234,59,1691,1608,23.4,1583.3,15,4,,,,1,,,,,,,,,52,,,,1414.2,1.0,4.0,2.0,1.0,1.0,0.0,14142.0,6.8,16922.0,229.0,-1691.0,-1608.0,22.9,1.0,red
7640,4504379351,0,18,1,2,5,4,1,1,0,0,14895,6.8,17788,219,60,-995,-707,21.9,1489.5,16,5,,,,2,,,,,,,,,51,,,,1589.0,5.0,2.0,0.0,0.0,0.0,0.0,15890.0,7.0,18495.0,232.0,995.0,707.0,23.2,0.0,red
7642,4458991310,0,14,1,6,6,8,0,0,0,0,16221,6.8,17847,217,32,25,-954,21.7,1622.1,18,1,,,,5,,,,,,,,,52,,,,1619.6,6.0,6.0,1.0,1.0,0.0,0.0,16196.0,7.2,18801.0,214.0,-25.0,954.0,21.4,0.0,red
7643,4524151765,0,11,2,5,8,4,0,0,0,0,15152,7.0,17675,209,40,-1221,-494,20.9,1515.2,13,2,,,,5,,,,,,,,,47,,,,1637.3,8.0,5.0,1.0,1.0,0.0,0.0,16373.0,7.0,18169.0,188.0,1221.0,494.0,18.8,0.0,red
7644,4477228841,0,48,3,5,10,2,1,1,0,0,15664,6.8,18226,197,88,-1841,591,19.7,1566.4,17,2,,,,11,,,,,,,,,43,,,,1750.5,10.0,5.0,0.0,0.0,0.0,0.0,17505.0,6.8,17635.0,224.0,1841.0,-591.0,22.4,1.0,red
7646,4527355531,0,75,1,3,6,1,0,0,0,0,14755,6.8,16817,216,48,-2052,-2845,21.6,1475.5,13,1,,,,5,,,,,,,,,60,,,,1680.7,6.0,3.0,2.0,1.0,1.0,0.0,16807.0,7.2,19662.0,232.0,2052.0,2845.0,23.2,1.0,red
7647,4489963680,0,39,1,11,8,13,1,1,0,0,18567,7.0,18544,192,56,1725,2264,19.2,1856.7,77,3,,,,12,,,,,,,,,28,,,,1684.2,8.0,11.0,1.0,0.0,1.0,0.0,16842.0,6.4,16280.0,210.0,-1725.0,-2264.0,21.0,0.0,red
7649,4468744263,0,20,6,6,7,8,0,0,0,0,17261,6.6,16892,219,34,674,-909,21.9,1726.1,22,4,,,,11,,,,,,,,,44,,,,1658.7,7.0,6.0,0.0,0.0,0.0,0.0,16587.0,6.8,17801.0,216.0,-674.0,909.0,21.6,1.0,red
7651,4525946644,0,12,2,8,4,7,0,0,0,0,18423,7.6,20429,250,68,2522,1763,25.0,1842.3,18,1,,,,5,,,,,,,,,60,,,,1590.1,4.0,8.0,1.0,1.0,0.0,0.0,15901.0,7.0,18666.0,245.0,-2522.0,-1763.0,24.5,1.0,red
7653,4498606360,0,16,2,3,4,3,0,0,0,0,15887,7.0,18997,261,60,996,1894,26.1,1588.7,19,4,,,,7,,,,,,,,,44,,,,1489.1,4.0,3.0,1.0,1.0,0.0,0.0,14891.0,6.6,17103.0,210.0,-996.0,-1894.0,21.0,1.0,red
7655,4467692885,0,17,0,7,5,8,0,0,0,0,17406,7.0,18016,250,59,1946,1148,25.0,1740.6,17,1,,,,4,,,,,,,,,56,,,,1546.0,5.0,7.0,0.0,0.0,0.0,0.0,15460.0,6.6,16868.0,184.0,-1946.0,-1148.0,18.4,1.0,red
